"95","31","Malaysia","1","95","10.1080/19416520.2016.1162421","4","2017","1941-6520","The Academy of Management Annals Contradictions , Dialectics , and Paradoxes in Organizations : A Constitutive Approach Contradictions , Dialectics , and Paradoxes in Organizations : A Constitutive Approach †",\N,"bwl",\N
"96","31","Austria","1","96","10.5465/annals.2014.0052","147","2017","1941-6520","Field or Fields? Building the Scaffolding for Cumulation of Research on Institutional Fields","Academy of Management Annals","bwl",\N
"97","31","Denmark","1","97","10.5465/annals.2015.0144","123","2017","1941-6520","Social Media and Their Affordances for Organizing: A Review and Agenda for Research","Academy of Management Annals","bwl",\N
"99","31","Taiwan","1","99","10.5465/annals.2014.0053","75","2017","1941-6520","Introducing the Family: A Review of Family Science with Implications for Management Research","Academy of Management Annals","bwl",\N
"100","31","Hong Kong","1","100","10.1080/19416520.2012.667612","364","2012","1941-6520","Leadership in the Plural","Academy of Management Annals","bwl",\N
"102","32","Pakistan","2","102","10.5465/19416520.2013.774213","134","2018","1941-6520","Labor Market Intermediaries and the New Paradigm for Human Resources","Academy of Management Annals","bwl",\N
"103","32","Italy","1","103","10.5465/annals.2016.0053","24","2018","1941-6520","More than a Phase: Form and Features of a General Theory of Negotiation","Academy of Management Annals","bwl",\N
"104","32","Portugal","1","104","10.5465/annals.2015.0134","1","2017","1941-6520","Organizational Response to Adversity: Fusing Crisis Management and Resilience Research Streams","Academy of Management Annals","bwl",\N
"105","32","United States","4","105","10.5465/annals.2015.0133","123","2017","1941-6520","Time in Strategic Change Research","Academy of Management Annals","bwl",\N
"109","32","Germany","2","109","10.1080/19416520.2012.656841","654","2012","1941-6520","The Behavioral Theory of the Firm: Assessment and Prospects","Academy of Management Annals","bwl",\N
"111","33","United Kingdom","1","111","10.5465/annals.2015.0099","281","2017","1941-6520","Social Exchange Theory: A Critical Review with Theoretical Remedies","Academy of Management Annals","bwl",\N
"112","33","Spain","1","112","10.5465/annals.2015.0095","231","2017","1941-6520","Similar But Not the Same: Differentiating Corporate Sustainability from Corporate Responsibility","Academy of Management Annals","bwl",\N
"113","34","Pakistan","1","113","10.5465/annals.2014.0072","440","2017","1941-6520","A Critical Assessment of Business Model Research","Academy of Management Annals","bwl",\N
"114","34","Netherlands","1","114","10.5465/19416520.2013.783669","149","2018","1941-6520","A Behavioral Theory of Corporate Governance: Explicating the Mechanisms of Socially Situated and Socially Constituted Agency","Academy of Management Annals","bwl",\N
"115","34","Italy","1","115","10.1080/19416520.2013.781862","24","2013","1941-6520","More than a Metaphor: Assessing the Historical Legacy of Resource Dependence and its Contemporary Promise as a Theory of Environmental Complexity","The Academy of Management Annals","bwl",\N
"116","34","United States","2","116","10.5465/19416520.2013.781862","275","2018","1941-6520","More than a Metaphor: Assessing the Historical Legacy of Resource Dependence and its Contemporary Promise as a Theory of Environmental Complexity","Academy of Management Annals","bwl",\N
"119","35","Turkey","1","119","10.5465/amj.2016.1091","18","2018","0001-4273","Boards as a Source of Inertia: Examining the Internal Challenges and Dynamics of Boards of Directors in Times of Environmental Discontinuities","Academy of Management Journal","bwl",\N
"120","35","United Kingdom","2","120","10.5465/amj.2015.0856","57","2018","0001-4273","When brokerage between friendship cliques endangers trust: A personality-network fit perspective","Academy of Management Journal","bwl",\N
"121","35","Italy","2","121","10.5465/amj.2014.0839","65","2018","0001-4273","Does “could” lead to good? On the road to moral insight","Academy of Management Journal","bwl",\N
"122","35","India","1","122","10.5465/amj.2018.4003","10","2018","0001-4273","From the Editors New Ways of Seeing : Pitfalls and Opportunities in","Academy of Management Journal","bwl",\N
"123","35","Austria","1","123","10.5465/amj.2016.0416","48","2018","0001-4273","Geographic co-location of partners and rivals: Implications for the design of R&D alliances","Academy of Management Journal","bwl",\N
"124","35","United States","5","124","10.5465/amj.2014.1142","95","2017","0001-4273","Discordant vs. Harmonious selves: The effects of identity conflict and enhancement on sales performance in employee-customer interactions","Academy of Management Journal","bwl",\N
"125","35","Malaysia","1","125","10.5465/amj.2015.1238","1","2018","0001-4273","._2014 BBRC-c-Cbl regulates αPix-mediated cell migration and invasion.pdf",\N,"bwl",\N
"126","35","Sweden","1","126","10.5465/amj.2016.4005","264","2016","0001-4273","Big data and data science methods for management research","Academy of Management Journal","bwl",\N
"127","35","Germany","1","127","10.5465/amj.2015.4011","145","2015","0001-4273","Gender research in AMJ: An overview of five decades of empirical research and calls to action","Academy of Management Journal","bwl",\N
"128","35","Japan","2","128","10.5465/amj.2013.0303","11","2013","0001-4273","Leadership Over-emergence in Self-managing Teams : The Role of Gender and Countervailing Biases Klodiana Lanaj University of Florida",\N,"bwl",\N
"129","35","Spain","1","129","10.5465/amj.2015.0461","64","2017","0001-4273","Male immorality: An evolutionary account of sex differences in unethical negotiation behavior","Academy of Management Journal","bwl",\N
"130","36","Portugal","1","130","10.5465/amj.2010.0179","330","2011","0001-4273","Examining the effects of sleep deprivation on workplace deviance: A self-regulatory perspective","Academy of Management Journal","bwl",\N
"131","36","India","1","131","10.5465/amj.2010.0588","773","2012","0001-4273","Leading with meaning: Beneficiary contact, prosocial impact, and the performance effects of transformational leadership","Academy of Management Journal","bwl",\N
"132","36","United States","1","132","10.5465/amj.2011.0977","0","2012","0001-4273","Abusive Supervision and Retaliation: A Self-Control Framework","Academy of Management Journal","bwl",\N
"133","36","Malaysia","1","133","10.5465/amj.2014.0262","249","2016","0001-4273","Integrating the bright and dark sides of OCB: A daily investigation of the benefits and costs of helping others","Academy of Management Journal","bwl",\N
"134","36","Germany","1","134","10.5465/amj.2013.0216","152","2015","0001-4273","Same page, different books: Extending representational gaps theory to enhance performance in Multiteam systems","Academy of Management Journal","bwl",\N
"136","36","China","2","136","10.5465/amj.2018.0272","15","2018","0001-4273","Give Them Some Slack—They’re Trying to Change! The Benefits of Excess Cash, Excess Employees, and Increased Human Capital in the Strategic Change Context","Academy of Management Journal","bwl",\N
"137","39","Brazil","1","137","10.5465/amj.2011.0196","5","2013","0001-4273","Is this how I will be treated? Reducing uncertainty through recruitment interactions","Academy of Management Journal","bwl",\N
"138","39","Denmark","1","138","10.5465/amj.2014.0455","161","2017","0001-4273","Is consistently unfair better than sporadically fair? An investigation of justice variability and stress","Academy of Management Journal","bwl",\N
"139","39","India","1","139","10.5465/amj.2015.1295","22","2018","0001-4273","No Time Like the Present: How a Present Time Perspective Can Foster Sustainable Development","Academy of Management Journal","bwl",\N
"140","40","Turkey","1","140","10.5465/amj.2015.0264","59","2018","0001-4273","Fish out of water: Translation, legitimation, and new venture creation","Academy of Management Journal","bwl",\N
"141","40","United Kingdom","7","141","10.5465/amj.2013.0767","141","2016","0001-4273","Classical deviation: Organizational and individual status as antecedents of conformity","Academy of Management Journal","bwl",\N
"142","40","Israel","1","142","10.5465/amj.2014.0092","103","2017","0001-4273","Emotions uncorked: Inspiring evangelism for the emerging practice of cool-climate winemaking in Ontario","Academy of Management Journal","bwl",\N
"143","40","Netherlands","7","143","10.5465/amj.2014.0842","101","2017","0001-4273","Design performances: How organizations inscribe artifacts to change routines","Academy of Management Journal","bwl",\N
"144","40","Angola","1","144","10.5465/amj.2012.1004","219","2015","0001-4273","When times collide: Temporal brokerage at the intersection of markets and developments","Academy of Management Journal","bwl",\N
"145","40","Portugal","1","145","10.5465/AMJ.2011.60263060","2","2011","0001-4273","Figure Radiazione Monografia",\N,"bwl",\N
"146","40","South Africa","1","146","10.5465/amj.2010.0734","17","2013","0001-4273","Choice, Chance, and Unintended Consequences in Strategic Change: A Process Understanding of the Rise and Fall of NorthCo Automotive","Academy of Management Journal","bwl",\N
"147","40","Australia","4","147","10.5465/amj.2011.0979","182","2014","0001-4273","Friends and foes: The dynamics of dual social structures","Academy of Management Journal","bwl",\N
"148","40","Poland","1","148","10.5465/amj.2013.1109","212","2016","0001-4273","Fail often, fail big, and fail fast? Learning from small failures and R&D performance in the pharmaceutical industry","Academy of Management Journal","bwl",\N
"149","40","India","3","149","10.5465/amj.2015.0681","106","2016","0001-4273","Some things can never be unseen: The role of context in psychological injury at war","Academy of Management Journal","bwl",\N
"150","40","United States","13","150","10.5465/amj.2014.0221","1","2015","0001-4273","An Approach-Avoidance Framework of Workplace Aggression","Academy of Management Journal","bwl",\N
"151","40","Malaysia","2","151","10.5465/amj.2016.0245","30","2018","0001-4273","Relational attachment at work: A complementary fit perspective on the role of relationships in organizational life","Academy of Management Journal","bwl",\N
"152","40","Sweden","1","152","10.5465/amj.2016.0319","8","2018","0001-4273","Dynamics and Implications of Distress Organizing","Academy of Management Journal","bwl",\N
"153","40","Italy","1","153","10.5465/amj.2016.0543","22","2018","0001-4273","Public Governance, Corporate Governance, and Firm Innovation: An Examination of State-Owned Enterprises","Academy of Management Journal","bwl",\N
"154","40","Republic of Singapore","1","154","10.5465/amj.2016.0646","31","2018","0001-4273","Can You Handle the Pressure? The Effect of Performance Pressure on Stress Appraisals, Self-Regulation, and Behavior","Academy of Management Journal","bwl",\N
"155","40","Japan","1","155","10.5465/amj.2016.0914","32","2018","0001-4273","The Coevolution of Social Networks and Thoughts of Quitting","Academy of Management Journal","bwl",\N
"156","40","Germany","4","156","10.5465/amj.2016.0860","17","2018","0001-4273","GENDER, BROKERAGE AND PERFORMANCE: A CONSTRUAL APPROACH","Academy of Management Journal","bwl",\N
"157","40","Hong Kong","2","157","10.5465/amj.2016.1062","22","2018","0001-4273","Examination of CEO-CFO Social Interaction through Language Style Matching: Outcomes for the CFO and the Organization","Academy of Management Journal","bwl",\N
"158","40","Spain","1","158","10.5465/amj.2017.0046","20","2018","0001-4273","Experience and Behavior: How Negative Feedback in New Versus Experienced Domains Affects Firm Action and Subsequent Performance","Academy of Management Journal","bwl",\N
"159","42","Spain","1","159","10.5465/amj.2017.0114","17","2018","0001-4273","HUMAN CAPITAL ACQUISITION AND ORGANIZATIONAL INNOVATION: A TEMPORAL PERSPECTIVE","Academy of Management Journal","bwl",\N
"160","43","United Kingdom","3","160","10.5465/amj.2017.0140","11","2018","0001-4273","Toward a Model of Organizational Mourning: The Case of Former Lehman Brothers Bankers","Academy of Management Journal","bwl",\N
"161","43","Denmark","1","161","10.5465/amj.2017.0323","26","2018","0001-4273","Dominant Coalitions Directing Acquisitions: Different Decision Makers, Different Decisions","Academy of Management Journal","bwl",\N
"162","43","Sweden","1","162","10.5465/amj.2017.0275","9","2018","0001-4273","When Do Ethnic Communities Affect Foreign Location Choice? Dual Entry Strategies of Korean Banks in China","Academy of Management Journal","bwl",\N
"163","43","China","1","163","10.5465/amj.2017.0440","36","2018","0001-4273","Diversity Thresholds: How Social Norms, Visibility, and Scrutiny Relate to Group Composition","Academy of Management Journal","bwl",\N
"164","43","Luxembourg","1","164","10.5465/amj.2017.0735","24","2018","0001-4273","Bored by Interest: Intrinsic Motivation in One Task Can Reduce Performance on Other Tasks","Academy of Management Journal","bwl",\N
"165","45","Canada","2","165","10.5465/amj.2017.0515","2","2018","0001-4273","SOMETHING IN COMMON: COMPETITIVE DISSIMILARITY AND PERFORMANCE OF RIVALS WITH COMMON SHAREHOLDERS","Academy of Management Journal","bwl",\N
"166","45","United Kingdom","3","166","10.5465/amj.2018.4002","42","2018","0001-4273","New ways of seeing: Radical theorizing","Academy of Management Journal","bwl",\N
"167","45","Netherlands","3","167","10.5465/amj.2016.0435","28","2018","0001-4273","Ripping off the band-aid: Scrutiny bundling in the wake of social disapproval","Academy of Management Journal","bwl",\N
"168","45","Italy","2","168","10.5465/amj.2015.1355","48","2018","0001-4273","Compromised ethics in hiring processes? how referrers' power affects employees' reactions to referral practices","Academy of Management Journal","bwl",\N
"169","45","Chile","1","169","10.5465/amj.2011.0405","897","2013","0001-4273","Inside the hybrid organization: Selective coupling as a response to competing institutional logics","Academy of Management Journal","bwl",\N
"170","45","Portugal","1","170","10.5465/amj.2011.0756","291","2014","0001-4273","The riddle of heterarchy: Power transitions in cross-functional teams","Academy of Management Journal","bwl",\N
"171","45","South Africa","4","171","10.5465/amj.2014.0506","170","2016","0001-4273","Flourishing via workplace relationships: Moving beyond instrumental support","Academy of Management Journal","bwl",\N
"172","45","Denmark","2","172","10.5465/amj.2011.0812","241","2014","0001-4273","On melting summits: The limitations of field-configuring events as catalysts of change in transnational climate policy","Academy of Management Journal","bwl",\N
"173","45","Finland","1","173","10.5465/amj.2011.0230","9","2013","0001-4273","ACCESS DENIED: LOW MENTORING OF WOMEN AND MINORITY FIRST-TIME DIRECTORS AND...: EBSCOhost","Eds.a.Ebscohost.Com.Ezproxy.Is.Ed.Ac.Uk","bwl",\N
"174","45","France","1","174","10.5465/amj.2013.0750","198","2015","0001-4273","Gender diversity and securities fraud","Academy of Management Journal","bwl",\N
"175","45","United States","4","175","10.5465/amj.2011.0848","404","2014","0001-4273","Why are job seekers attracted by corporate social performance? experimental and field tests of three signal-based mechanisms","Academy of Management Journal","bwl",\N
"176","45","Malaysia","2","176","10.5465/amj.2008.0355","2","2013","0001-4273","The interplay of agency, culture, and networks in field evolution","Academy of Management Journal","bwl",\N
"177","45","Sweden","1","177","10.5465/amj.2007.0056","57","2011","0001-4273","Waking up on the right side of the bed: The influence of mood on work attitudes and performance","Academy of Management Journal","bwl",\N
"178","45","Germany","5","178","10.5465/amj.2010.0894","432","2013","0001-4273","A dynamic perspective on affect and creativity","Academy of Management Journal","bwl",\N
"179","45","Ireland","1","179","10.5465/amj.2015.0310","29","2018","0001-4273","Coordinating service provision in dynamic service settings: A position-practice relations perspective","Academy of Management Journal","bwl",\N
"180","45","Taiwan","2","180","10.5465/amj.2014.0847","14","2014","0001-4273","Whose Call to Answer : Institutional Complexity and Firms ’ Whose Call to Answer : Institutional Complexity and Firms ’ CSR Reporting",\N,"bwl",\N
"181","45","Hong Kong","1","181","10.5465/amj.2013.0718","207","2015","0001-4273","Who defers to whom and why? Dual pathways linking demographic differences and dyadic deference to team effectiveness","Academy of Management Journal","bwl",\N
"182","45","Spain","1","182","10.5465/amj.2010.0176","4","2012","0001-4273","Das Paradox der Verfassungsauslegung",\N,"bwl",\N
"183","46","United States","1","183","10.5465/amj.2016.4001","109","2016","0001-4273","Reputation and status: Expanding the role of social evaluations in management research","Academy of Management Journal","bwl",\N
"184","46","Germany","1","184","10.5465/amj.2011.0829","2","2011","0001-4273","Cracking but not Breaking: Joint Effects of Faultline Strength and Diversity Climate on Loyal Behavior",\N,"bwl",\N
"185","46","China","1","185","10.5465/amj.2012.1049","208","2015","0001-4273","Weathering a meta-level identity crisis: Forging a coherent collective identity for an emerging field","Academy of Management Journal","bwl",\N
"186","46","Spain","1","186","10.5465/amj.2011.0064","543","2012","0001-4273","Embedding ethical leadership within and across organization levels","Academy of Management Journal","bwl",\N
"187","48","Canada","1","187","10.5465/amj.2013.1105","171","2015","0001-4273","When the leader follows: Avoiding dethronement through imitation","Academy of Management Journal","bwl",\N
"188","48","Brazil","3","188","10.5465/AMJ.2011.64868418","2","2011","0001-4273","Erratum: Reversing the extraverted leadership advantage: The role of employee proactivity (Academy of Management Journal (2011))","Academy of Management Journal","bwl",\N
