"310606","0949-2984","Finance and Stochastics","10.1007/s00780-013-0207-6","A reading guide for last passage times with financial applications in view","Springer Nature","17","3","43","3","2013","bwl"
"310607","0949-2984","Finance and Stochastics","10.1007/s00780-011-0163-y","Forward rate models with linear volatilities","Springer Nature","16","3","21","3","2012","bwl"
"310608","0949-2984","Finance and Stochastics","10.1007/s00780-011-0165-9","The dual optimizer for the growth-optimal portfolio under transaction costs","Springer Nature","17","2","25","16","2013","bwl"
"310609","0949-2984","Finance and Stochastics","10.1007/s00780-015-0263-1","On a Heath–Jarrow–Morton approach for stock options","Springer Nature","19","3","28","6","2015","bwl"
"310610","0949-2984","Finance and Stochastics","10.1007/s00780-014-0248-5","Necessary and sufficient conditions in the problem of optimal investment with intermediate consumption","Springer Nature","19","1","38","13","2015","bwl"
"310611","0949-2984","Finance and Stochastics","10.1007/s00780-014-0254-7","Static hedging under maturity mismatch","Springer Nature","19","3","43","0","2015","bwl"
"310612","0949-2984","Finance and Stochastics","10.1007/s00780-011-0167-7","Maximum entropy distributions inferred from option portfolios on an asset","Springer Nature","16","2","20","16","2012","bwl"
"310613","0949-2984","Finance and Stochastics","10.1007/s00780-013-0218-3","On the hedging of options on exploding exchange rates","Springer Nature","18","1","41","17","2014","bwl"
"310614","0949-2984","Finance and Stochastics","10.1007/s00780-016-0300-8","Additive subordination and its applications in finance","Springer Nature","20","3","74","5","2016","bwl"
"310615","0949-2984","Finance and Stochastics","10.1007/s00780-016-0304-4","Polynomial diffusions and applications in finance","Springer Nature","20","4","49","9","2016","bwl"
"310616","0949-2984","Finance and Stochastics","10.1007/s00780-015-0271-1","Discretely monitored first passage problems and barrier options: an eigenfunction expansion approach","Springer Nature","19","4","73","11","2015","bwl"
"310617","0949-2984","Finance and Stochastics","10.1007/s00780-017-0345-3","No-arbitrage under a class of honest times","Springer Nature","22","1","25","1","2018","bwl"
"310618","0949-2984","Finance and Stochastics","10.1007/s00780-015-0264-0","The existence of dominating local martingale measures","Springer Nature","19","4","56","6","2015","bwl"
"310619","0949-2984","Finance and Stochastics","10.1007/s00780-018-0356-8","A risk-neutral equilibrium leading to uncertain volatility pricing","Springer Nature","22","2","57","1","2018","bwl"
"310620","0949-2984","Finance and Stochastics","10.1007/s00780-014-0235-x","Pseudo linear pricing rule for utility indifference valuation","Springer Nature","18","3","36","4","2014","bwl"
"310621","0949-2984","Finance and Stochastics","10.1007/s00780-012-0181-4","Bubbles and crashes in a Black–Scholes model with delay","Springer Nature","17","1","26","2","2013","bwl"
"310622","0949-2984","Finance and Stochastics","10.1007/s00780-012-0179-y","The optimal-drift model: an accelerated binomial scheme","Springer Nature","17","1","12","3","2013","bwl"
"310623","0949-2984","Finance and Stochastics","10.1007/s00780-013-0219-2","Stochastic mortality models: an infinite-dimensional approach","Springer Nature","18","1","37","3","2014","bwl"
"310624","0949-2984","Finance and Stochastics","10.1007/s00780-016-0295-1","Almost-sure hedging with permanent price impact","Springer Nature","20","3","20","4","2016","bwl"
"310625","0949-2984","Finance and Stochastics","10.1007/s00780-016-0296-0","Retraction Note to: The distribution of the maximum of a variance gamma process and path-dependent option pricing","Springer Nature","20","3","0","0","2016","bwl"
"310626","0949-2984","Finance and Stochastics","10.1007/s00780-017-0324-8","Local risk-minimization for Barndorff-Nielsen and Shephard models","Springer Nature","21","2","22","1","2017","bwl"
"310627","0949-2984","Finance and Stochastics","10.1007/s00780-017-0348-0","Financial equilibrium with asymmetric information and random horizon","Springer Nature","22","1","16","1","2018","bwl"
"310628","0949-2984","Finance and Stochastics","10.1007/s00780-017-0350-6","Time-consistent stopping under decreasing impatience","Springer Nature","22","1","38","0","2018","bwl"
"310629","0949-2984","Finance and Stochastics","10.1007/s00780-017-0347-1","Replicating portfolio approach to capital calculation","Springer Nature","22","1","27","1","2018","bwl"
"310630","0949-2984","Finance and Stochastics","10.1007/s00780-014-0237-8","Asian options and meromorphic Lévy processes","Springer Nature","18","4","32","1","2014","bwl"
"310631","0949-2984","Finance and Stochastics","10.1007/s00780-018-0359-5","Correction to: Yield curve shapes and the asymptotic short rate distribution in affine one-factor models","Springer Nature","22","2","3","0","2018","bwl"
"310632","0949-2984","Finance and Stochastics","10.1007/s00780-017-0333-7","Alpha-CIR model with branching processes in sovereign interest rate modeling","Springer Nature","21","3","33","4","2017","bwl"
"310633","0949-2984","Finance and Stochastics","10.1007/s00780-012-0177-0","A decomposition formula for option prices in the Heston model and applications to option pricing approximation","Springer Nature","16","3","17","10","2012","bwl"
"310634","0949-2984","Finance and Stochastics","10.1007/s00780-018-0357-7","Fatou property, representations, and extensions of law-invariant risk measures on general Orlicz spaces","Springer Nature","22","2","29","0","2018","bwl"
"310635","0949-2984","Finance and Stochastics","10.1007/s00780-016-0311-5","Editorial: 20th anniversary of Finance and Stochastics","Springer Nature","20","4","0","0","2016","bwl"
"310636","0949-2984","Finance and Stochastics","10.1007/s00780-016-0309-z","Hedging with small uncertainty aversion","Springer Nature","21","1","64","4","2017","bwl"
"310637","0949-2984","Finance and Stochastics","10.1007/s00780-011-0156-x","Liquidity risk, price impacts and the replication problem","Springer Nature","15","3","23","16","2011","bwl"
"310638","0949-2984","Finance and Stochastics","10.1007/s00780-016-0320-4","The scaling limit of superreplication prices with small transaction costs in the multivariate case","Springer Nature","21","2","22","0","2017","bwl"
"310639","0949-2984","Finance and Stochastics","10.1007/s00780-016-0319-x","Watermark options","Springer Nature","21","1","27","0","2017","bwl"
"310640","0949-2984","Finance and Stochastics","10.1007/s00780-016-0317-z","Market completion with derivative securities","Springer Nature","21","1","17","1","2017","bwl"
"310641","0949-2984","Finance and Stochastics","10.1007/s00780-016-0315-1","Arbitrage-free pricing of multi-person game claims in discrete time","Springer Nature","21","1","28","0","2017","bwl"
"310642","0949-2984","Finance and Stochastics","10.1007/s00780-017-0326-6","Hedging under multiple risk constraints","Springer Nature","21","2","16","0","2017","bwl"
"310643","0949-2984","Finance and Stochastics","10.1007/s00780-013-0224-5","Optimal portfolios in commodity futures markets","Springer Nature","18","2","34","4","2014","bwl"
"310644","0949-2984","Finance and Stochastics","10.1007/s00780-017-0352-4","Perfect hedging under endogenous permanent market impacts","Springer Nature","22","2","58","0","2018","bwl"
"310645","0949-2984","Finance and Stochastics","10.1007/s00780-014-0226-y","A correction note to “Discrete time hedging errors for options with irregular payoffs”","Springer Nature","18","2","7","0","2014","bwl"
"310646","0949-2984","Finance and Stochastics","10.1007/s00780-016-0316-0","Optimal consumption and investment with Epstein–Zin recursive utility","Springer Nature","21","1","43","7","2017","bwl"
"310647","0949-2984","Finance and Stochastics","10.1007/s00780-015-0283-x","Universal arbitrage aggregator in discrete-time markets under uncertainty","Springer Nature","20","1","32","7","2016","bwl"
"310648","0949-2984","Finance and Stochastics","10.1007/s00780-017-0335-5","Hybrid scheme for Brownian semistationary processes","Springer Nature","21","4","24","10","2017","bwl"
"310649","0949-2984","Finance and Stochastics","10.1007/s00780-012-0193-0","Optimal consumption and investment for markets with random coefficients","Springer Nature","17","2","16","8","2013","bwl"
"310650","0949-2984","Finance and Stochastics","10.1007/s00780-014-0245-8","Optimal investment and price dependence in a semi-static market","Springer Nature","19","1","37","4","2015","bwl"
"310651","0949-2984","Finance and Stochastics","10.1007/s00780-010-0151-7","The efficient hedging problem for American options","Springer Nature","15","2","31","3","2011","bwl"
"310652","0949-2984","Finance and Stochastics","10.1007/s00780-010-0144-6","Consistent price systems and arbitrage opportunities of the second kind in models with transaction costs","Springer Nature","16","1","29","6","2012","bwl"
"310653","0949-2984","Finance and Stochastics","10.1007/s00780-010-0138-4","Financial inverse problem and reconstruction of infinitely divisible distributions with Gaussian component","Springer Nature","16","1","8","0","2012","bwl"
"310654","0949-2984","Finance and Stochastics","10.1007/s00780-011-0160-1","Proving regularity of the minimal probability of ruin via a game of stopping and control","Springer Nature","15","4","24","8","2011","bwl"
"310655","0949-2984","Finance and Stochastics","10.1007/s00780-012-0191-2","Erratum to: Asset price bubbles from heterogeneous beliefs about mean reversion rates","Springer Nature","17","1","2","4","2013","bwl"
"310656","0949-2984","Finance and Stochastics","10.1007/s00780-011-0169-5","Optimal dividend policies for a class of growth-restricted diffusion processes under transaction costs and solvency constraints","Springer Nature","16","3","13","6","2012","bwl"
"310657","0949-2984","Finance and Stochastics","10.1007/s00780-012-0189-9","Time-consistent mean-variance portfolio selection in discrete and continuous time","Springer Nature","17","2","50","28","2013","bwl"
"310658","0949-2984","Finance and Stochastics","10.1007/s00780-018-0362-x","Non-implementability of Arrow–Debreu equilibria by continuous trading under volatility uncertainty","Springer Nature","22","3","36","0","2018","bwl"
"310659","0949-2984","Finance and Stochastics","10.1007/s00780-018-0361-y","Chebyshev interpolation for parametric option pricing","Springer Nature","22","3","47","0","2018","bwl"
"310660","0949-2984","Finance and Stochastics","10.1007/s00780-018-0365-7","Long-term factorization in Heath–Jarrow–Morton models","Springer Nature","22","3","37","0","2018","bwl"
"310661","0949-2984","Finance and Stochastics","10.1007/s00780-018-0366-6","Equilibrium returns with transaction costs","Springer Nature","22","3","49","0","2018","bwl"
"310662","0949-2984","Finance and Stochastics","10.1007/s00780-018-0367-5","Explosion in the quasi-Gaussian HJM model","Springer Nature","22","3","35","0","2018","bwl"
"310663","0949-2984","Finance and Stochastics","10.1007/s00780-011-0168-6","Irreversible investment in oligopoly","Springer Nature","16","2","17","9","2012","bwl"
"310664","0949-2984","Finance and Stochastics","10.1007/s00780-012-0171-6","Horizon dependence of utility optimizers in incomplete models","Springer Nature","16","4","23","1","2012","bwl"
"310665","0949-2984","Finance and Stochastics","10.1007/s00780-012-0194-z","Exercise boundary of the American put near maturity in an exponential Lévy model","Springer Nature","17","2","18","5","2013","bwl"
"310666","0949-2984","Finance and Stochastics","10.1007/s00780-012-0198-8","Generalized stochastic target problems for pricing and partial hedging under loss constraints—application in optimal book liquidation","Springer Nature","17","1","26","12","2013","bwl"
"310667","0949-2984","Finance and Stochastics","10.1007/s00780-012-0197-9","Correction note for ‘The large-maturity smile for the Heston model’","Springer Nature","17","1","2","0","2013","bwl"
"310668","0949-2984","Finance and Stochastics","10.1007/s00780-012-0195-y","Dynamic no-good-deal pricing measures and extension theorems for linear operators on L ∞","Springer Nature","17","3","23","4","2013","bwl"
"310669","0949-2984","Finance and Stochastics","10.1007/s00780-013-0203-x","Mean-variance hedging with oil futures","Springer Nature","17","4","24","1","2013","bwl"
"310670","0949-2984","Finance and Stochastics","10.1007/s00780-017-0329-3","The space of outcomes of semi-static trading strategies need not be closed","Springer Nature","21","3","16","0","2017","bwl"
"310671","0949-2984","Finance and Stochastics","10.1007/s00780-017-0336-4","The role of measurability in game-theoretic probability","Springer Nature","21","3","12","0","2017","bwl"
"310672","0949-2984","Finance and Stochastics","10.1007/s00780-017-0331-9","Erratum to: Utility maximization in incomplete markets with random endowment","Springer Nature","21","3","4","0","2017","bwl"
"310673","0949-2984","Finance and Stochastics","10.1007/s00780-017-0334-6","Bounds for VIX futures given S&P 500 smiles","Springer Nature","21","3","24","1","2017","bwl"
"310674","0949-2984","Finance and Stochastics","10.1007/s00780-015-0265-z","Forward equations for option prices in semimartingale models","Springer Nature","19","3","37","4","2015","bwl"
"310675","0949-2984","Finance and Stochastics","10.1007/s00780-014-0241-z","FTAP in finite discrete time with transaction costs by utility maximization","Springer Nature","18","4","22","1","2014","bwl"
"310676","0949-2984","Finance and Stochastics","10.1007/s00780-015-0275-x","An optimal consumption problem in finite time with a constraint on the ruin probability","Springer Nature","19","4","29","1","2015","bwl"
"310677","0949-2984","Finance and Stochastics","10.1007/s00780-015-0278-7","Superreplication when trading at market indifference prices","Springer Nature","20","1","28","0","2016","bwl"
"310678","0949-2984","Finance and Stochastics","10.1007/s00780-015-0280-0","Optimal portfolio liquidation in target zone models and catalytic superprocesses","Springer Nature","20","2","26","1","2016","bwl"
"310679","0949-2984","Finance and Stochastics","10.1007/s00780-015-0281-z","Short-time expansions for close-to-the-money options under a Lévy jump model with stochastic volatility","Springer Nature","20","1","18","4","2016","bwl"
"310680","0949-2984","Finance and Stochastics","10.1007/s00780-017-0340-8","Endogenous current coupons","Springer Nature","21","4","33","0","2017","bwl"
"310681","0949-2984","Finance and Stochastics","10.1007/s00780-013-0213-8","Outperformance portfolio optimization via the equivalence of pure and randomized hypothesis testing","Springer Nature","17","4","31","3","2013","bwl"
"310682","0949-2984","Finance and Stochastics","10.1007/s00780-017-0343-5","A direct solution method for pricing options involving the maximum process","Springer Nature","21","4","22","0","2017","bwl"
"310683","0949-2984","Finance and Stochastics","10.1007/s00780-017-0341-7","Multilevel Monte Carlo for exponential Lévy models","Springer Nature","21","4","26","1","2017","bwl"
"310684","0949-2984","Finance and Stochastics","10.1007/s00780-017-0339-1","On dynamic spectral risk measures, a limit theorem and optimal portfolio allocation","Springer Nature","21","4","49","3","2017","bwl"
"310685","0949-2984","Finance and Stochastics","10.1007/s00780-016-0310-6","No arbitrage of the first kind and local martingale numéraires","Springer Nature","20","4","18","2","2016","bwl"
"310686","0949-2984","Finance and Stochastics","10.1007/s00780-016-0302-6","The joint distribution of Parisian and hitting times of Brownian motion with application to Parisian option pricing","Springer Nature","20","3","22","2","2016","bwl"
"310687","0949-2984","Finance and Stochastics","10.1007/s00780-016-0303-5","Consumption-investment problem with transaction costs for Lévy-driven price processes","Springer Nature","20","3","29","2","2016","bwl"
"310688","0949-2984","Finance and Stochastics","10.1007/s00780-013-0214-7","Comonotone Pareto optimal allocations for law invariant robust utilities on L 1","Springer Nature","18","1","28","4","2014","bwl"
"310689","0949-2984","Finance and Stochastics","10.1007/s00780-013-0215-6","Efficient discretization of stochastic integrals","Springer Nature","18","1","27","3","2014","bwl"
"310690","0949-2984","Finance and Stochastics","10.1007/s00780-014-0239-6","Pricing vulnerable claims in a Lévy-driven model","Springer Nature","18","4","36","3","2014","bwl"
"310691","0949-2984","Finance and Stochastics","10.1007/s00780-014-0244-9","On the forward rate concept in multi-state life insurance","Springer Nature","19","2","18","1","2015","bwl"
"310692","0949-2984","Finance and Stochastics","10.1007/s00780-016-0289-z","Stability of utility maximization in nonequivalent markets","Springer Nature","20","2","33","1","2016","bwl"
"310693","0949-2984","Finance and Stochastics","10.1007/s00780-013-0217-4","Bilateral credit valuation adjustment for large credit derivatives portfolios","Springer Nature","18","2","32","7","2014","bwl"
"310694","0949-2984","Finance and Stochastics","10.1007/s00780-014-0242-y","Asymptotic arbitrage with small transaction costs","Springer Nature","18","4","39","5","2014","bwl"
"310695","0949-2984","Finance and Stochastics","10.1007/s00780-014-0243-x","Risk measures for processes and BSDEs","Springer Nature","19","1","43","3","2015","bwl"
"310696","0949-2984","Finance and Stochastics","10.1007/s00780-016-0294-2","Asymptotic replication with modified volatility under small transaction costs","Springer Nature","20","2","23","0","2016","bwl"
"310697","0949-2984","Finance and Stochastics","10.1007/s00780-017-0327-5","On time-inconsistent stochastic control in continuous time","Springer Nature","21","2","25","13","2017","bwl"
"310698","0949-2984","Finance and Stochastics","10.1007/s00780-014-0230-2","Fundamental theorems of asset pricing for piecewise semimartingales of stochastic dimension","Springer Nature","18","3","37","1","2014","bwl"
"310699","0949-2984","Finance and Stochastics","10.1007/s00780-014-0228-9","Confidence sets in nonparametric calibration of exponential Lévy models","Springer Nature","18","3","32","2","2014","bwl"
"310700","0949-2984","Finance and Stochastics","10.1007/s00780-016-0297-z","Consumption–investment optimization with Epstein–Zin utility in incomplete markets","Springer Nature","21","1","43","3","2017","bwl"
"310701","0949-2984","Finance and Stochastics","10.1007/s00780-016-0299-x","An explicit martingale version of the one-dimensional Brenier theorem","Springer Nature","20","3","38","7","2016","bwl"
"310702","0949-2984","Finance and Stochastics","10.1007/s00780-014-0233-z","Pricing a contingent claim liability with transaction costs using asymptotic analysis for optimal investment","Springer Nature","18","3","43","4","2014","bwl"
"310703","0949-2984","Finance and Stochastics","10.1007/s00780-014-0231-1","On arbitrages arising with honest times","Springer Nature","18","3","46","18","2014","bwl"
"310704","0949-2984","Finance and Stochastics","10.1007/s00780-017-0337-3","No-arbitrage up to random horizon for quasi-left-continuous models","Springer Nature","21","4","37","3","2017","bwl"
"310705","0949-2984","Finance and Stochastics","10.1007/s00780-015-0259-x","When do creditors with heterogeneous beliefs agree to run?","Springer Nature","19","2","28","2","2015","bwl"
"310706","0949-2984","Finance and Stochastics","10.1007/s00780-015-0260-4","When terminal facelift enforces delta constraints","Springer Nature","19","2","22","9","2015","bwl"
"310707","0949-2984","Finance and Stochastics","10.1007/s00780-015-0257-z","Utility maximization with current utility on the wealth: regularity of solutions to the HJB equation","Springer Nature","19","2","26","4","2015","bwl"
"310708","0949-2984","Finance and Stochastics","10.1007/s00780-012-0192-1","Duality and convergence for binomial markets with friction","Springer Nature","17","3","24","12","2013","bwl"
"310709","0949-2984","Finance and Stochastics","10.1007/s00780-015-0282-y","Dynamic optimal execution in a mixed-market-impact Hawkes price model","Springer Nature","20","1","36","12","2016","bwl"
"310710","0949-2984","Finance and Stochastics","10.1007/s00780-015-0255-1","Spot volatility estimation using delta sequences","Springer Nature","19","2","56","6","2015","bwl"
"310711","0949-2984","Finance and Stochastics","10.1007/s00780-017-0325-7","Jump-robust estimation of volatility with simultaneous presence of microstructure noise and multiple observations","Springer Nature","21","2","40","1","2017","bwl"
"310712","0949-2984","Finance and Stochastics","10.1007/s00780-012-0182-3","Optimal hedging of demographic risk in life insurance","Springer Nature","17","1","14","6","2013","bwl"
"310713","0949-2984","Finance and Stochastics","10.1007/s00780-016-0321-3","Computing deltas without derivatives","Springer Nature","21","2","34","3","2017","bwl"
"310714","0949-2984","Finance and Stochastics","10.1007/s00780-016-0314-2","Model uncertainty and the pricing of American options","Springer Nature","21","1","27","4","2017","bwl"
"310715","0949-2984","Finance and Stochastics","10.1007/s00780-011-0162-z","A note on essential smoothness in the Heston model","Springer Nature","15","4","2","3","2011","bwl"
"310716","0949-2984","Finance and Stochastics","10.1007/s00780-012-0185-0","The fundamental theorem of asset pricing under transaction costs","Springer Nature","16","4","33","18","2012","bwl"
"310717","0949-2984","Finance and Stochastics","10.1007/s00780-013-0209-4","Portfolio optimisation under non-linear drawdown constraints in a semimartingale financial model","Springer Nature","17","4","30","12","2013","bwl"
"310718","0949-2984","Finance and Stochastics","10.1007/s00780-015-0256-0","Fragility of arbitrage and bubbles in local martingale diffusion models","Springer Nature","19","2","33","7","2015","bwl"
"310719","0949-2984","Finance and Stochastics","10.1007/s00780-013-0221-8","Shifting martingale measures and the birth of a bubble as a submartingale","Springer Nature","18","2","26","12","2014","bwl"
"310720","0949-2984","Finance and Stochastics","10.1007/s00780-017-0353-3","An expansion in the model space in the context of utility maximization","Springer Nature","22","2","40","1","2018","bwl"
"310721","0949-2984","Finance and Stochastics","10.1007/s00780-015-0274-y","Facelifting in utility maximization","Springer Nature","20","1","23","2","2016","bwl"
"310722","0949-2984","Finance and Stochastics","10.1007/s00780-018-0354-x","Stability of Radner equilibria with respect to small frictions","Springer Nature","22","2","71","2","2018","bwl"
"310723","0949-2984","Finance and Stochastics","10.1007/s00780-014-0250-y","Existence of an endogenously complete equilibrium driven by a diffusion","Springer Nature","19","1","19","9","2015","bwl"
"310725","0949-2984","Finance and Stochastics","10.1007/s00780-015-0268-9","Taylor approximation of incomplete Radner equilibrium models","Springer Nature","19","3","16","7","2015","bwl"
"310726","0949-2984","Finance and Stochastics","10.1007/s00780-015-0258-y","A model for a large investor trading at market indifference prices. I: Single-period case","Springer Nature","19","2","34","6","2015","bwl"
"310727","0949-2984","Finance and Stochastics","10.1007/s00780-011-0161-0","An example of a stochastic equilibrium with incomplete markets","Springer Nature","16","2","30","10","2012","bwl"
"310728","0949-2984","Finance and Stochastics","10.1007/s00780-013-0204-9","Quantitative error estimates for a least-squares Monte Carlo algorithm for American option pricing","Springer Nature","17","3","26","9","2013","bwl"
"310729","0949-2984","Finance and Stochastics","10.1007/s00780-013-0216-5","Abstract, classic, and explicit turnpikes","Springer Nature","18","1","49","6","2014","bwl"
"310730","0949-2984","Finance and Stochastics","10.1007/s00780-013-0211-x","Drift dependence of optimal trade execution strategies under transient price impact","Springer Nature","17","4","31","8","2013","bwl"
"310731","0949-2984","Finance and Stochastics","10.1007/s00780-012-0188-x","Polynomial processes and their applications to mathematical finance","Springer Nature","16","4","23","24","2012","bwl"
"310732","0949-2984","Finance and Stochastics","10.1007/s00780-015-0286-7","Consistent price systems under model uncertainty","Springer Nature","20","1","25","5","2016","bwl"
"310733","0949-2984","Finance and Stochastics","10.1007/s00780-014-0227-x","Robust hedging with proportional transaction costs","Springer Nature","18","2","20","20","2014","bwl"
"310734","0949-2984","Finance and Stochastics","10.1007/s00780-011-0154-z","Robust pricing and hedging of double no-touch options","Springer Nature","15","3","31","39","2011","bwl"
"310735","0949-2984","Finance and Stochastics","10.1007/s00780-018-0363-9","Robust pricing–hedging dualities in continuous time","Springer Nature","22","3","52","2","2018","bwl"
"310736","0949-2984","Finance and Stochastics","10.1007/s00780-016-0293-3","Robust pricing and hedging under trading restrictions and the emergence of local martingale models","Springer Nature","20","3","42","5","2016","bwl"
"310737","0949-2984","Finance and Stochastics","10.1007/s00780-013-0206-7","On the game interpretation of a shadow price process in utility maximization problems under transaction costs","Springer Nature","17","4","33","5","2013","bwl"
"310738","0949-2984","Finance and Stochastics","10.1007/s00780-016-0308-0","Continuous-time perpetuities and time reversal of diffusions","Springer Nature","21","1","31","2","2017","bwl"
